Task ID: 1, Assigned to Server: 1, Server Current Utilization: 0.0612815
Task ID: 861, Assigned to Server: 3, Server Current Utilization: 1.00311
Task ID: 863, Assigned to Server: 1, Server Current Utilization: 1.13083
Task ID: 867, Assigned to Server: 3, Server Current Utilization: 0.962683
Task ID: 868, Assigned to Server: 3, Server Current Utilization: 1.01875
Task ID: 870, Assigned to Server: 1, Server Current Utilization: 0.816184
Task ID: 871, Assigned to Server: 1, Server Current Utilization: 0.875143
Task ID: 872, Assigned to Server: 1, Server Current Utilization: 1.06746
Task ID: 873, Assigned to Server: 2, Server Current Utilization: 0.878609
Task ID: 874, Assigned to Server: 2, Server Current Utilization: 0.968789
Task ID: 875, Assigned to Server: 2, Server Current Utilization: 1.10886
Task ID: 876, Assigned to Server: 1, Server Current Utilization: 0.748139
Task ID: 877, Assigned to Server: 1, Server Current Utilization: 1.21796
Task ID: 878, Assigned to Server: 3, Server Current Utilization: 0.927231
Task ID: 879, Assigned to Server: 3, Server Current Utilization: 0.963935
Task ID: 880, Assigned to Server: 3, Server Current Utilization: 0.983628
Task ID: 881, Assigned to Server: 2, Server Current Utilization: 0.898792
Task ID: 882, Assigned to Server: 2, Server Current Utilization: 0.973846
Task ID: 883, Assigned to Server: 1, Server Current Utilization: 0.971636
Task ID: 884, Assigned to Server: 1, Server Current Utilization: 1.39655
Task ID: 885, Assigned to Server: 2, Server Current Utilization: 0.956261
Task ID: 886, Assigned to Server: 3, Server Current Utilization: 0.924402
Task ID: 887, Assigned to Server: 3, Server Current Utilization: 0.952337
Task ID: 888, Assigned to Server: 3, Server Current Utilization: 0.984191
Task ID: 889, Assigned to Server: 2, Server Current Utilization: 0.978627
Task ID: 890, Assigned to Server: 2, Server Current Utilization: 1.02283
Task ID: 891, Assigned to Server: 3, Server Current Utilization: 0.986235
Task ID: 892, Assigned to Server: 3, Server Current Utilization: 1.04
Task ID: 896, Assigned to Server: 2, Server Current Utilization: 0.84802
Task ID: 897, Assigned to Server: 2, Server Current Utilization: 0.890227
Task ID: 898, Assigned to Server: 2, Server Current Utilization: 0.967275
Task ID: 899, Assigned to Server: 1, Server Current Utilization: 0.569598
Task ID: 900, Assigned to Server: 1, Server Current Utilization: 0.67679
Task ID: 901, Assigned to Server: 1, Server Current Utilization: 0.794527
Task ID: 902, Assigned to Server: 1, Server Current Utilization: 0.958456
Task ID: 903, Assigned to Server: 2, Server Current Utilization: 0.922392
Task ID: 904, Assigned to Server: 3, Server Current Utilization: 0.736009
Task ID: 905, Assigned to Server: 3, Server Current Utilization: 0.820883
Task ID: 906, Assigned to Server: 1, Server Current Utilization: 0.443429
Task ID: 907, Assigned to Server: 1, Server Current Utilization: 0.529315
Task ID: 908, Assigned to Server: 1, Server Current Utilization: 0.634818
Task ID: 909, Assigned to Server: 1, Server Current Utilization: 0.649845
Task ID: 910, Assigned to Server: 1, Server Current Utilization: 0.84439
Task ID: 911, Assigned to Server: 3, Server Current Utilization: 0.783276
Task ID: 912, Assigned to Server: 3, Server Current Utilization: 0.748623
Task ID: 913, Assigned to Server: 3, Server Current Utilization: 0.778022
Task ID: 914, Assigned to Server: 3, Server Current Utilization: 0.864141
Task ID: 915, Assigned to Server: 2, Server Current Utilization: 0.691254
Task ID: 916, Assigned to Server: 2, Server Current Utilization: 0.655598
Task ID: 917, Assigned to Server: 2, Server Current Utilization: 0.738678
Task ID: 918, Assigned to Server: 1, Server Current Utilization: 1.04532
Task ID: 919, Assigned to Server: 2, Server Current Utilization: 0.666875
Task ID: 920, Assigned to Server: 2, Server Current Utilization: 0.713344
Task ID: 921, Assigned to Server: 2, Server Current Utilization: 0.765837
Task ID: 922, Assigned to Server: 3, Server Current Utilization: 0.761662
Task ID: 923, Assigned to Server: 3, Server Current Utilization: 0.898996
Task ID: 924, Assigned to Server: 2, Server Current Utilization: 0.749434
Task ID: 925, Assigned to Server: 2, Server Current Utilization: 0.843778
Task ID: 926, Assigned to Server: 2, Server Current Utilization: 0.906942
Task ID: 927, Assigned to Server: 3, Server Current Utilization: 0.945907
Task ID: 928, Assigned to Server: 1, Server Current Utilization: 0.970485
Task ID: 929, Assigned to Server: 2, Server Current Utilization: 1.15166
Task ID: 930, Assigned to Server: 3, Server Current Utilization: 0.996889
Task ID: 931, Assigned to Server: 1, Server Current Utilization: 1.33374
Task ID: 932, Assigned to Server: 3, Server Current Utilization: 0.962226
Task ID: 933, Assigned to Server: 3, Server Current Utilization: 1.02961
Task ID: 935, Assigned to Server: 2, Server Current Utilization: 0.974838
Task ID: 936, Assigned to Server: 2, Server Current Utilization: 1.04677
Task ID: 938, Assigned to Server: 1, Server Current Utilization: 0.556133
Task ID: 939, Assigned to Server: 1, Server Current Utilization: 0.60807
Task ID: 940, Assigned to Server: 1, Server Current Utilization: 0.717097
Task ID: 941, Assigned to Server: 1, Server Current Utilization: 0.879264
Task ID: 942, Assigned to Server: 1, Server Current Utilization: 0.604449
Task ID: 943, Assigned to Server: 1, Server Current Utilization: 0.747709
Task ID: 944, Assigned to Server: 1, Server Current Utilization: 0.805342
Task ID: 945, Assigned to Server: 1, Server Current Utilization: 0.88908
Task ID: 946, Assigned to Server: 1, Server Current Utilization: 1.05347
Task ID: 947, Assigned to Server: 2, Server Current Utilization: 1.20141
Task ID: 948, Assigned to Server: 3, Server Current Utilization: 0.902138
Task ID: 949, Assigned to Server: 3, Server Current Utilization: 0.971313
Task ID: 950, Assigned to Server: 3, Server Current Utilization: 1.05357
Task ID: 955, Assigned to Server: 1, Server Current Utilization: 0.789363
Task ID: 956, Assigned to Server: 1, Server Current Utilization: 0.906813
Task ID: 957, Assigned to Server: 1, Server Current Utilization: 1.14466
Task ID: 958, Assigned to Server: 3, Server Current Utilization: 0.880298
Task ID: 959, Assigned to Server: 3, Server Current Utilization: 0.929195
Task ID: 960, Assigned to Server: 3, Server Current Utilization: 1.02135
Task ID: 961, Assigned to Server: 2, Server Current Utilization: 0.893155
Task ID: 962, Assigned to Server: 2, Server Current Utilization: 0.939765
Task ID: 963, Assigned to Server: 1, Server Current Utilization: 0.967179
Task ID: 964, Assigned to Server: 2, Server Current Utilization: 0.997902
Task ID: 965, Assigned to Server: 1, Server Current Utilization: 1.13774
Task ID: 966, Assigned to Server: 3, Server Current Utilization: 0.997642
Task ID: 967, Assigned to Server: 3, Server Current Utilization: 1.02558
Task ID: 968, Assigned to Server: 2, Server Current Utilization: 0.689273
Task ID: 969, Assigned to Server: 2, Server Current Utilization: 0.772729
Task ID: 970, Assigned to Server: 2, Server Current Utilization: 0.846343
Task ID: 971, Assigned to Server: 2, Server Current Utilization: 0.907562
Task ID: 972, Assigned to Server: 2, Server Current Utilization: 1.03768
Task ID: 973, Assigned to Server: 3, Server Current Utilization: 0.844719
Task ID: 974, Assigned to Server: 3, Server Current Utilization: 0.886363
Task ID: 975, Assigned to Server: 1, Server Current Utilization: 0.84606
Task ID: 976, Assigned to Server: 1, Server Current Utilization: 1.01381
Task ID: 977, Assigned to Server: 3, Server Current Utilization: 0.905833
Task ID: 978, Assigned to Server: 2, Server Current Utilization: 0.72012
Task ID: 979, Assigned to Server: 2, Server Current Utilization: 0.765597
Task ID: 980, Assigned to Server: 2, Server Current Utilization: 0.937797
Task ID: 981, Assigned to Server: 3, Server Current Utilization: 0.838658
Task ID: 982, Assigned to Server: 3, Server Current Utilization: 0.872643
Task ID: 983, Assigned to Server: 3, Server Current Utilization: 0.91937
Task ID: 984, Assigned to Server: 1, Server Current Utilization: 0.859651
Task ID: 985, Assigned to Server: 1, Server Current Utilization: 1.14556
Task ID: 986, Assigned to Server: 2, Server Current Utilization: 0.89724
Task ID: 987, Assigned to Server: 2, Server Current Utilization: 0.937138
Task ID: 988, Assigned to Server: 3, Server Current Utilization: 0.88235
Task ID: 989, Assigned to Server: 3, Server Current Utilization: 1.00032
Task ID: 990, Assigned to Server: 2, Server Current Utilization: 0.949745
Task ID: 991, Assigned to Server: 1, Server Current Utilization: 0.999498
Task ID: 992, Assigned to Server: 2, Server Current Utilization: 0.92975
Task ID: 993, Assigned to Server: 2, Server Current Utilization: 1.10603
Task ID: 994, Assigned to Server: 3, Server Current Utilization: 0.918922
Task ID: 995, Assigned to Server: 3, Server Current Utilization: 0.99413
Task ID: 996, Assigned to Server: 3, Server Current Utilization: 1.10723
Task ID: 997, Assigned to Server: 1, Server Current Utilization: 0.662495
Task ID: 998, Assigned to Server: 1, Server Current Utilization: 0.747987
Task ID: 999, Assigned to Server: 1, Server Current Utilization: 0.823203
Task ID: 1000, Assigned to Server: 1, Server Current Utilization: 0.931669
Task ID: 1001, Assigned to Server: 2, Server Current Utilization: 0.857528
Task ID: 1002, Assigned to Server: 2, Server Current Utilization: 0.952242
Task ID: 1003, Assigned to Server: 1, Server Current Utilization: 0.761335
Task ID: 1004, Assigned to Server: 1, Server Current Utilization: 1.23856
Task ID: 1005, Assigned to Server: 2, Server Current Utilization: 0.920411
Task ID: 1006, Assigned to Server: 2, Server Current Utilization: 0.963613
Task ID: 1007, Assigned to Server: 3, Server Current Utilization: 0.86667
Task ID: 1008, Assigned to Server: 3, Server Current Utilization: 0.947276
Task ID: 1009, Assigned to Server: 3, Server Current Utilization: 0.99245
Task ID: 1010, Assigned to Server: 2, Server Current Utilization: 1.27968
Task ID: 1011, Assigned to Server: 3, Server Current Utilization: 1.00053
Task ID: 1014, Assigned to Server: 1, Server Current Utilization: 1.5403
Task ID: 1017, Assigned to Server: 3, Server Current Utilization: 0.926428
Task ID: 1018, Assigned to Server: 3, Server Current Utilization: 0.993898
Task ID: 1019, Assigned to Server: 3, Server Current Utilization: 1.18422
Task ID: 1024, Assigned to Server: 2, Server Current Utilization: 1.04025
Task ID: 1030, Assigned to Server: 1, Server Current Utilization: 0.164512
Task ID: 1031, Assigned to Server: 1, Server Current Utilization: 0.216435
Task ID: 1032, Assigned to Server: 1, Server Current Utilization: 0.401362
Task ID: 1033, Assigned to Server: 1, Server Current Utilization: 0.541862
Task ID: 1034, Assigned to Server: 1, Server Current Utilization: 0.601144
Task ID: 1035, Assigned to Server: 1, Server Current Utilization: 0.663467
Task ID: 1036, Assigned to Server: 1, Server Current Utilization: 0.972061
Task ID: 1037, Assigned to Server: 2, Server Current Utilization: 0.659232
Task ID: 1038, Assigned to Server: 2, Server Current Utilization: 0.815478
Task ID: 1039, Assigned to Server: 2, Server Current Utilization: 0.976763
Task ID: 1040, Assigned to Server: 3, Server Current Utilization: 0.705071
Task ID: 1041, Assigned to Server: 3, Server Current Utilization: 0.748081
Task ID: 1042, Assigned to Server: 3, Server Current Utilization: 0.804285
Task ID: 1043, Assigned to Server: 1, Server Current Utilization: 0.633121
Task ID: 1044, Assigned to Server: 1, Server Current Utilization: 1.19044
Task ID: 1045, Assigned to Server: 3, Server Current Utilization: 0.780674
Task ID: 1046, Assigned to Server: 3, Server Current Utilization: 0.81673
Task ID: 1047, Assigned to Server: 2, Server Current Utilization: 0.485085
Task ID: 1048, Assigned to Server: 2, Server Current Utilization: 0.572655
Task ID: 1049, Assigned to Server: 2, Server Current Utilization: 0.634772
Task ID: 1050, Assigned to Server: 2, Server Current Utilization: 0.644242
Task ID: 1051, Assigned to Server: 2, Server Current Utilization: 0.753694
Task ID: 1052, Assigned to Server: 3, Server Current Utilization: 0.702017
Task ID: 1053, Assigned to Server: 3, Server Current Utilization: 0.687978
Task ID: 1054, Assigned to Server: 3, Server Current Utilization: 0.804805
Task ID: 1055, Assigned to Server: 2, Server Current Utilization: 0.688375
Task ID: 1056, Assigned to Server: 2, Server Current Utilization: 0.587655
Task ID: 1057, Assigned to Server: 2, Server Current Utilization: 0.758776
Task ID: 1058, Assigned to Server: 2, Server Current Utilization: 0.805869
Task ID: 1059, Assigned to Server: 3, Server Current Utilization: 0.792039
Task ID: 1060, Assigned to Server: 1, Server Current Utilization: 0.622362
Task ID: 1061, Assigned to Server: 1, Server Current Utilization: 0.68167
Task ID: 1062, Assigned to Server: 1, Server Current Utilization: 1.45589
Task ID: 1063, Assigned to Server: 2, Server Current Utilization: 0.674982
Task ID: 1064, Assigned to Server: 2, Server Current Utilization: 0.827809
Task ID: 1065, Assigned to Server: 3, Server Current Utilization: 0.850537
Task ID: 1066, Assigned to Server: 2, Server Current Utilization: 0.874613
Task ID: 1067, Assigned to Server: 3, Server Current Utilization: 0.822612
Task ID: 1068, Assigned to Server: 3, Server Current Utilization: 0.852477
Task ID: 1069, Assigned to Server: 3, Server Current Utilization: 0.710094
Task ID: 1070, Assigned to Server: 3, Server Current Utilization: 0.76843
Task ID: 1071, Assigned to Server: 3, Server Current Utilization: 0.797333
Task ID: 1072, Assigned to Server: 3, Server Current Utilization: 0.827622
Task ID: 1073, Assigned to Server: 2, Server Current Utilization: 0.737182
Task ID: 1074, Assigned to Server: 2, Server Current Utilization: 0.87774
Task ID: 1075, Assigned to Server: 3, Server Current Utilization: 0.815472
Task ID: 1076, Assigned to Server: 1, Server Current Utilization: 0.14778
Task ID: 1077, Assigned to Server: 1, Server Current Utilization: 0.202803
Task ID: 1078, Assigned to Server: 1, Server Current Utilization: 0.468684
Task ID: 1079, Assigned to Server: 1, Server Current Utilization: 0.548751
Task ID: 1080, Assigned to Server: 1, Server Current Utilization: 1.06739
Task ID: 1081, Assigned to Server: 3, Server Current Utilization: 0.78792
Task ID: 1082, Assigned to Server: 2, Server Current Utilization: 0.72639
Task ID: 1083, Assigned to Server: 2, Server Current Utilization: 0.776061
Task ID: 1084, Assigned to Server: 2, Server Current Utilization: 0.828392
Task ID: 1085, Assigned to Server: 3, Server Current Utilization: 0.829361
Task ID: 1086, Assigned to Server: 2, Server Current Utilization: 0.887792
Task ID: 1087, Assigned to Server: 3, Server Current Utilization: 0.864727
Task ID: 1088, Assigned to Server: 3, Server Current Utilization: 0.953605
Task ID: 1089, Assigned to Server: 1, Server Current Utilization: 0.698599
Task ID: 1090, Assigned to Server: 1, Server Current Utilization: 0.876788
Task ID: 1091, Assigned to Server: 1, Server Current Utilization: 1.09228
Task ID: 1092, Assigned to Server: 2, Server Current Utilization: 0.788172
Task ID: 1093, Assigned to Server: 2, Server Current Utilization: 0.832244
Task ID: 1094, Assigned to Server: 2, Server Current Utilization: 0.975224
Task ID: 1095, Assigned to Server: 3, Server Current Utilization: 0.959729
Task ID: 1096, Assigned to Server: 3, Server Current Utilization: 0.90094
Task ID: 1097, Assigned to Server: 3, Server Current Utilization: 0.982482
Task ID: 1098, Assigned to Server: 2, Server Current Utilization: 0.911375
Task ID: 1099, Assigned to Server: 1, Server Current Utilization: 0.492681
Task ID: 1100, Assigned to Server: 1, Server Current Utilization: 1.02412
Task ID: 1101, Assigned to Server: 2, Server Current Utilization: 0.945897
Task ID: 1102, Assigned to Server: 2, Server Current Utilization: 0.933473
Task ID: 1103, Assigned to Server: 2, Server Current Utilization: 1.01279
Task ID: 1104, Assigned to Server: 3, Server Current Utilization: 0.856073
Task ID: 1105, Assigned to Server: 1, Server Current Utilization: 0.770965
Task ID: 1106, Assigned to Server: 1, Server Current Utilization: 1.13707
Task ID: 1107, Assigned to Server: 3, Server Current Utilization: 0.982973
Task ID: 1108, Assigned to Server: 3, Server Current Utilization: 1.03063
Task ID: 1109, Assigned to Server: 2, Server Current Utilization: 0.914431
Task ID: 1110, Assigned to Server: 2, Server Current Utilization: 0.975817
Task ID: 1111, Assigned to Server: 2, Server Current Utilization: 1.01339
Task ID: 1115, Assigned to Server: 1, Server Current Utilization: 0.442857
Task ID: 1116, Assigned to Server: 1, Server Current Utilization: 0.658277
Task ID: 1117, Assigned to Server: 1, Server Current Utilization: 0.73983
Task ID: 1118, Assigned to Server: 1, Server Current Utilization: 0.84686
Task ID: 1119, Assigned to Server: 1, Server Current Utilization: 0.557303
Task ID: 1120, Assigned to Server: 1, Server Current Utilization: 0.762638
Task ID: 1121, Assigned to Server: 1, Server Current Utilization: 0.816431
Task ID: 1122, Assigned to Server: 2, Server Current Utilization: 0.727246
Task ID: 1123, Assigned to Server: 2, Server Current Utilization: 0.783124
Task ID: 1124, Assigned to Server: 2, Server Current Utilization: 0.83956
Task ID: 1125, Assigned to Server: 1, Server Current Utilization: 0.730332
Task ID: 1126, Assigned to Server: 1, Server Current Utilization: 0.872098
Task ID: 1127, Assigned to Server: 3, Server Current Utilization: 0.836603
Task ID: 1128, Assigned to Server: 2, Server Current Utilization: 0.70706
Task ID: 1129, Assigned to Server: 2, Server Current Utilization: 0.780792
Task ID: 1130, Assigned to Server: 2, Server Current Utilization: 0.84418
Task ID: 1131, Assigned to Server: 3, Server Current Utilization: 0.851404
Task ID: 1132, Assigned to Server: 1, Server Current Utilization: 0.821387
Task ID: 1133, Assigned to Server: 1, Server Current Utilization: 0.939604
Task ID: 1134, Assigned to Server: 2, Server Current Utilization: 0.859865
Task ID: 1135, Assigned to Server: 3, Server Current Utilization: 0.725555
Task ID: 1136, Assigned to Server: 3, Server Current Utilization: 0.760998
Task ID: 1137, Assigned to Server: 3, Server Current Utilization: 0.842732
Task ID: 1138, Assigned to Server: 2, Server Current Utilization: 0.704649
Task ID: 1139, Assigned to Server: 2, Server Current Utilization: 0.771261
Task ID: 1140, Assigned to Server: 2, Server Current Utilization: 0.820292
Task ID: 1141, Assigned to Server: 1, Server Current Utilization: 0.749373
Task ID: 1142, Assigned to Server: 1, Server Current Utilization: 0.830748
Task ID: 1143, Assigned to Server: 3, Server Current Utilization: 0.706302
Task ID: 1144, Assigned to Server: 3, Server Current Utilization: 0.804059
Task ID: 1145, Assigned to Server: 2, Server Current Utilization: 0.742294
Task ID: 1146, Assigned to Server: 2, Server Current Utilization: 0.911635
Task ID: 1147, Assigned to Server: 3, Server Current Utilization: 0.834296
Task ID: 1148, Assigned to Server: 1, Server Current Utilization: 0.790483
Task ID: 1149, Assigned to Server: 1, Server Current Utilization: 0.895887
Task ID: 1150, Assigned to Server: 3, Server Current Utilization: 0.818435
Task ID: 1151, Assigned to Server: 3, Server Current Utilization: 0.892218
Task ID: 1152, Assigned to Server: 2, Server Current Utilization: 0.949302
Task ID: 1153, Assigned to Server: 3, Server Current Utilization: 0.921714
Task ID: 1154, Assigned to Server: 1, Server Current Utilization: 0.931651
Task ID: 1155, Assigned to Server: 3, Server Current Utilization: 0.784795
Task ID: 1156, Assigned to Server: 3, Server Current Utilization: 0.812514
Task ID: 1157, Assigned to Server: 3, Server Current Utilization: 0.841954
Task ID: 1158, Assigned to Server: 1, Server Current Utilization: 0.866561
Task ID: 1159, Assigned to Server: 3, Server Current Utilization: 0.831545
Task ID: 1160, Assigned to Server: 3, Server Current Utilization: 0.940065
Task ID: 1161, Assigned to Server: 2, Server Current Utilization: 0.838139
Task ID: 1162, Assigned to Server: 2, Server Current Utilization: 0.875853
Task ID: 1163, Assigned to Server: 1, Server Current Utilization: 0.971749
Task ID: 1164, Assigned to Server: 2, Server Current Utilization: 0.843447
Task ID: 1165, Assigned to Server: 2, Server Current Utilization: 0.900942
Task ID: 1166, Assigned to Server: 2, Server Current Utilization: 0.963376
Task ID: 1167, Assigned to Server: 3, Server Current Utilization: 0.951169
Task ID: 1168, Assigned to Server: 1, Server Current Utilization: 0.748423
Task ID: 1169, Assigned to Server: 1, Server Current Utilization: 0.862635
Task ID: 1170, Assigned to Server: 1, Server Current Utilization: 0.98412
Task ID: 1171, Assigned to Server: 2, Server Current Utilization: 0.841544
Task ID: 1172, Assigned to Server: 2, Server Current Utilization: 0.904186
Task ID: 1173, Assigned to Server: 2, Server Current Utilization: 1.2909
Task ID: 1174, Assigned to Server: 1, Server Current Utilization: 0.738004
Task ID: 1175, Assigned to Server: 1, Server Current Utilization: 0.889111
Task ID: 1176, Assigned to Server: 3, Server Current Utilization: 0.916819
Task ID: 1177, Assigned to Server: 1, Server Current Utilization: 0.834881
Task ID: 1178, Assigned to Server: 1, Server Current Utilization: 1.10717
Task ID: 1179, Assigned to Server: 3, Server Current Utilization: 0.921046
Task ID: 1180, Assigned to Server: 3, Server Current Utilization: 0.998737
Task ID: 1181, Assigned to Server: 3, Server Current Utilization: 0.933958
Task ID: 1182, Assigned to Server: 3, Server Current Utilization: 0.979723
Task ID: 1183, Assigned to Server: 3, Server Current Utilization: 1.00482
Task ID: 1184, Assigned to Server: 1, Server Current Utilization: 1.12704
Task ID: 1187, Assigned to Server: 3, Server Current Utilization: 0.901802
Task ID: 1188, Assigned to Server: 3, Server Current Utilization: 0.951397
Task ID: 1189, Assigned to Server: 3, Server Current Utilization: 1.02417
Task ID: 1190, Assigned to Server: 2, Server Current Utilization: 0.798191
Task ID: 1191, Assigned to Server: 2, Server Current Utilization: 0.874699
Task ID: 1192, Assigned to Server: 2, Server Current Utilization: 0.922485
Task ID: 1193, Assigned to Server: 2, Server Current Utilization: 0.958993
Task ID: 1194, Assigned to Server: 1, Server Current Utilization: 0.804609
Task ID: 1195, Assigned to Server: 1, Server Current Utilization: 0.965579
Task ID: 1196, Assigned to Server: 3, Server Current Utilization: 1.01426
Task ID: 1197, Assigned to Server: 2, Server Current Utilization: 0.905487
Task ID: 1198, Assigned to Server: 2, Server Current Utilization: 0.947352
Task ID: 1199, Assigned to Server: 2, Server Current Utilization: 1.04611
Task ID: 1200, Assigned to Server: 1, Server Current Utilization: 0.737459
Task ID: 1201, Assigned to Server: 1, Server Current Utilization: 1.12569
Task ID: 1202, Assigned to Server: 3, Server Current Utilization: 1.04142
Task ID: 1207, Assigned to Server: 1, Server Current Utilization: 0.847681
Task ID: 1208, Assigned to Server: 1, Server Current Utilization: 1.25185
Task ID: 1209, Assigned to Server: 2, Server Current Utilization: 0.975287
Task ID: 1210, Assigned to Server: 3, Server Current Utilization: 0.910064
Task ID: 1211, Assigned to Server: 3, Server Current Utilization: 0.960121
Task ID: 1212, Assigned to Server: 3, Server Current Utilization: 1.03581
Task ID: 1213, Assigned to Server: 2, Server Current Utilization: 0.93293
Task ID: 1214, Assigned to Server: 2, Server Current Utilization: 1.01714
Task ID: 1216, Assigned to Server: 3, Server Current Utilization: 0.83457
Task ID: 1217, Assigned to Server: 3, Server Current Utilization: 0.981567
Task ID: 1218, Assigned to Server: 1, Server Current Utilization: 0.587836
Task ID: 1219, Assigned to Server: 1, Server Current Utilization: 0.707101
Task ID: 1220, Assigned to Server: 1, Server Current Utilization: 0.883471
Task ID: 1221, Assigned to Server: 1, Server Current Utilization: 1.06311
Task ID: 1222, Assigned to Server: 3, Server Current Utilization: 0.983381
Task ID: 1223, Assigned to Server: 2, Server Current Utilization: 0.612811
Task ID: 1224, Assigned to Server: 2, Server Current Utilization: 0.678358
Task ID: 1225, Assigned to Server: 2, Server Current Utilization: 0.877405
Task ID: 1226, Assigned to Server: 1, Server Current Utilization: 0.788189
Task ID: 1227, Assigned to Server: 1, Server Current Utilization: 0.896719
Task ID: 1228, Assigned to Server: 2, Server Current Utilization: 0.882245
Task ID: 1229, Assigned to Server: 3, Server Current Utilization: 0.872469
Task ID: 1230, Assigned to Server: 3, Server Current Utilization: 0.907274
Task ID: 1231, Assigned to Server: 2, Server Current Utilization: 0.908004
Task ID: 1232, Assigned to Server: 1, Server Current Utilization: 1.01319
Task ID: 1233, Assigned to Server: 3, Server Current Utilization: 0.924639
Task ID: 1234, Assigned to Server: 2, Server Current Utilization: 0.913143
Task ID: 1235, Assigned to Server: 2, Server Current Utilization: 0.954603
Task ID: 1236, Assigned to Server: 1, Server Current Utilization: 0.625802
Task ID: 1237, Assigned to Server: 1, Server Current Utilization: 0.989543
Task ID: 1238, Assigned to Server: 3, Server Current Utilization: 0.899669
Task ID: 1239, Assigned to Server: 3, Server Current Utilization: 0.91554
Task ID: 1240, Assigned to Server: 2, Server Current Utilization: 0.938921
Task ID: 1241, Assigned to Server: 3, Server Current Utilization: 1.07391
Task ID: 1242, Assigned to Server: 2, Server Current Utilization: 1.03386
Task ID: 1243, Assigned to Server: 1, Server Current Utilization: 0.777228
Task ID: 1244, Assigned to Server: 1, Server Current Utilization: 1.14582
Task ID: 1246, Assigned to Server: 2, Server Current Utilization: 0.964983
Task ID: 1247, Assigned to Server: 2, Server Current Utilization: 1.36086
Task ID: 1249, Assigned to Server: 3, Server Current Utilization: 0.821465
Task ID: 1250, Assigned to Server: 3, Server Current Utilization: 0.848121
Task ID: 1251, Assigned to Server: 3, Server Current Utilization: 1.06224
Task ID: 1252, Assigned to Server: 1, Server Current Utilization: 0.646537
Task ID: 1253, Assigned to Server: 1, Server Current Utilization: 0.842246
Task ID: 1254, Assigned to Server: 1, Server Current Utilization: 1.38001
Task ID: 1259, Assigned to Server: 3, Server Current Utilization: 0.946249
Task ID: 1260, Assigned to Server: 3, Server Current Utilization: 1.00933
Task ID: 1262, Assigned to Server: 1, Server Current Utilization: 0.935273
Task ID: 1263, Assigned to Server: 1, Server Current Utilization: 1.01277
Task ID: 1265, Assigned to Server: 2, Server Current Utilization: 0.868457
Task ID: 1266, Assigned to Server: 2, Server Current Utilization: 1.00424
Task ID: 1267, Assigned to Server: 3, Server Current Utilization: 0.848361
Task ID: 1268, Assigned to Server: 3, Server Current Utilization: 0.913437
Task ID: 1269, Assigned to Server: 1, Server Current Utilization: 0.547786
Task ID: 1270, Assigned to Server: 1, Server Current Utilization: 0.974317
Task ID: 1271, Assigned to Server: 3, Server Current Utilization: 0.893198
Task ID: 1272, Assigned to Server: 3, Server Current Utilization: 0.875237
Task ID: 1273, Assigned to Server: 3, Server Current Utilization: 0.915896
Task ID: 1274, Assigned to Server: 3, Server Current Utilization: 0.948029
Task ID: 1275, Assigned to Server: 1, Server Current Utilization: 0.869473
Task ID: 1276, Assigned to Server: 1, Server Current Utilization: 1.10395
Task ID: 1277, Assigned to Server: 2, Server Current Utilization: 0.925366
Task ID: 1278, Assigned to Server: 2, Server Current Utilization: 1.13737
Task ID: 1279, Assigned to Server: 3, Server Current Utilization: 0.907549
Task ID: 1280, Assigned to Server: 3, Server Current Utilization: 0.938365
Task ID: 1281, Assigned to Server: 3, Server Current Utilization: 0.983442
Task ID: 1282, Assigned to Server: 1, Server Current Utilization: 0.577791
Task ID: 1283, Assigned to Server: 1, Server Current Utilization: 0.87485
Task ID: 1284, Assigned to Server: 1, Server Current Utilization: 0.936099
Task ID: 1285, Assigned to Server: 1, Server Current Utilization: 0.92252
Task ID: 1286, Assigned to Server: 1, Server Current Utilization: 1.08214
Task ID: 1287, Assigned to Server: 3, Server Current Utilization: 0.964482
Task ID: 1288, Assigned to Server: 2, Server Current Utilization: 0.51519
Task ID: 1289, Assigned to Server: 2, Server Current Utilization: 0.589996
Task ID: 1290, Assigned to Server: 2, Server Current Utilization: 0.867547
Task ID: 1291, Assigned to Server: 2, Server Current Utilization: 0.961089
Task ID: 1292, Assigned to Server: 3, Server Current Utilization: 0.867492
Task ID: 1293, Assigned to Server: 1, Server Current Utilization: 0.990475
Task ID: 1294, Assigned to Server: 3, Server Current Utilization: 0.924854
Task ID: 1295, Assigned to Server: 3, Server Current Utilization: 0.945734
Task ID: 1296, Assigned to Server: 3, Server Current Utilization: 0.994271
Task ID: 1297, Assigned to Server: 2, Server Current Utilization: 1.00285
Task ID: 1298, Assigned to Server: 1, Server Current Utilization: 0.707269
Task ID: 1299, Assigned to Server: 1, Server Current Utilization: 1.2331
Task ID: 1300, Assigned to Server: 3, Server Current Utilization: 0.808843
Task ID: 1301, Assigned to Server: 3, Server Current Utilization: 0.862869
Task ID: 1302, Assigned to Server: 3, Server Current Utilization: 1.01901
Task ID: 1303, Assigned to Server: 2, Server Current Utilization: 0.876173
Task ID: 1304, Assigned to Server: 2, Server Current Utilization: 0.94612
Task ID: 1305, Assigned to Server: 2, Server Current Utilization: 0.809674
Task ID: 1306, Assigned to Server: 2, Server Current Utilization: 0.96554
Task ID: 1307, Assigned to Server: 2, Server Current Utilization: 1.07424
